,drama_title,Episode1,Episode2,Episode3,Episode4,Episode5,Episode6,Episode7,Episode8,Episode9,Episode10,Episode11,Episode12,Episode13,Episode14,Episode15,average,suii,pre_part,part_count,start_at,drama_key,main_actor1,main_actor2,original_work,actor_actress_1,2008_1,2009_1,2010_1,2011_1,2012_1,2013_1,2014_1,2015_1,2016_1,2017_1,2018_1,2019_1,actor_actress_2,2008_2,2009_2,2010_2,2011_2,2012_2,2013_2,2014_2,2015_2,2016_2,2017_2,2018_2,2019_2,actor_actress_3,2008_3,2009_3,2010_3,2011_3,2012_3,2013_3,2014_3,2015_3,2016_3,2017_3,2018_3,2019_3,actor_actress_4,2008_4,2009_4,2010_4,2011_4,2012_4,2013_4,2014_4,2015_4,2016_4,2017_4,2018_4,2019_4,main_actor1_rank,main_actor2_rank,average_calc,main_actor1_pt,main_actor2_pt,TV_station_CX,TV_station_EX,TV_station_NTV,TV_station_TBS,start_at_month_1,start_at_month_4,start_at_month_7,start_at_month_10,start_at_year_2011,start_at_year_2012,start_at_year_2013,start_at_year_2014,start_at_year_2015,start_at_year_2016,start_at_year_2017,start_at_year_2018,start_at_year_2019,has_original_work_True,has_original_work_,time_table_土21,time_table_土22,time_table_土23,time_table_日21,time_table_日22,time_table_日23,time_table_月20,time_table_月21,time_table_木20,time_table_木21,time_table_木22,time_table_木23,time_table_水21,time_table_水22,time_table_火21,time_table_火22,time_table_金20,time_table_金22,time_table_金23,actor1_isj,actor2_isj
196,いつかこの恋を…,11.6,9.6,10,8.9,8.8,10.7,8.9,8.8,9.4,10.2,-,-,-,-,-,9.71,4-5-0,0,,2016/1/1,1601_CX_月21,有村架純,高良健吾,,,,,,,,,,,,,,,有村架純,,,,,,,,,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
197,お義父さんと呼ばせて,9.6,6.2,5.5,6.5,4.7,6.7,8.3,6.3,7.9,-,-,-,-,-,-,6.94,4-4-0,0,,2016/1/1,1601_CX_火22,遠藤憲一,渡部篤郎,,遠藤憲一,,,,,,,,,,,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.855555556,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,ダメな私に恋してください,9,9.3,8.2,9.8,8.7,10.1,9.6,10.3,9.7,10,-,-,-,-,-,9.46,5-4-0,0,,2016/1/1,1601_TBS_火22,深田恭子,DEAN FUJIOKA,中原アヤ「ダメな私に恋してください」,,,,,,,,,,,,,,深田恭子,,,20,17,21,13,18,18,8,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,9.47,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,ヒガンバナ,11.2,10.6,11.2,10.4,10,8.7,8.1,9.6,8.2,7.9,-,-,-,-,-,9.62,2-7-0,0,,2016/1/1,1601_NTV_水22,堀北真希,檀れい,,,,,,,,,,,,,,,堀北真希,,,15,14,5,2,2,2,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,9.59,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,フラジャイル,9.6,10,10,9.7,9.5,9.2,9.8,8.8,10.6,10.5,-,-,-,-,-,9.76,2003/5/1,0,,2016/1/1,1601_CX_水22,長瀬智也,武井咲,草水敏、恵三朗「フラジャイル」,長瀬智也,,,17,25,22,10,14,14,9,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,17,,9.77,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
201,スペシャリスト,17.1,12.5,14.1,11.8,12.1,12.2,11.5,10.9,11.3,12,-,-,-,-,-,12.67,5-4-0,0,,2016/1/1,1601_EX_木21,草剛,南果歩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
202,ナオミとカナコ,7.9,7.7,8.7,7.6,7.4,8,6.9,7.3,7.1,6.8,-,-,-,-,-,7.54,3-6-0,0,,2016/1/1,1601_CX_木22,広末涼子,内田有紀,奥田英朗「ナオミとカナコ」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,マネーの天使,3.8,3.8,4.5,3.8,3.5,2.9,2.6,3.9,4.5,3.5,4,3.9,-,-,-,3.73,2004/6/1,0,,2016/1/1,1601_NTV_木23,小籔千豊,片瀬那奈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.725,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,わたしを離さないで,6.2,6.2,7.7,7.4,7.7,6.8,6.7,6.2,6.5,6.7,-,-,-,-,-,6.79,2004/4/1,0,,2016/1/1,1601_TBS_金22,綾瀬はるか,三浦春馬,カズオ・イシグロ「わたしを離さないで」,,,,,,,,,,,,,,綾瀬はるか,,,6,2,2,1,1,1,1,2,1,1,三浦春馬,,,30,,23,,20,,,,,,,,,,,,,,,,,,,6,30,6.81,34,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,スミカスミレ,7.8,4.6,6.9,5.8,6,5.9,8,6.6,-,-,-,-,-,-,-,6.45,3-4-0,0,,2016/1/1,1601_EX_金23,桐谷美玲,松坂慶子,高梨みつば「スミカスミレ」,,,,,,,,,,,,,,桐谷美玲,,,,,,,,29,10,9,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,怪盗 山猫,14.3,13.6,11.1,10,7.9,12.4,10.1,9.3,9.6,8.9,-,-,-,-,-,10.85,2-7-0,0,,2016/1/1,1601_NTV_土21,亀梨和也,成宮寛貴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,家族ノカタチ,9.3,9,10.3,9.9,8.6,8.6,8,7.6,8.9,9.6,-,-,-,-,-,8.99,2003/5/1,0,,2016/1/1,1601_TBS_日21,香取慎吾,上野樹里,,香取慎吾,,,2,5,10,4,9,10,15,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,上野樹里,,,,18,,,,30,,,,,2,,8.98,38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,火村英生の推理,11.1,9.9,9.5,9.7,8.8,7.5,9.1,8.7,6.6,6.9,-,-,-,-,-,8.84,3-6-0,0,,2016/1/1,1601_NTV_日22,斎藤工,窪田正孝,有栖川有栖「火村英生」シリーズ,斎藤工,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,5→9,12.6,12.1,10.7,11.6,11.7,10.6,12.1,11.4,11.6,12.7,-,-,-,-,-,11.73,5-4-0,0,,2015/10/1,1510_CX_月21,石原さとみ,山下智久,相原実貴「5時から9時まで」,,,,,,,,,,,,,,石原さとみ,,,,21,23,19,8,12,5,3,3,5,山下智久,,,13,23,,,,,,,28,20,,,,,,,,,,,,,,,13,11.71,0,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
210,サイレーン,12.9,6.3,8.6,8.1,8.5,7.3,8.1,8,11.5,-,-,-,-,-,-,9.22,4-4-0,0,,2015/10/1,1510_CX_火22,松坂桃李,木村文乃,山崎紗也夏「サイレーン」,松坂桃李,,,,,,,,,25,19,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,木村文乃,,,,,,,,,,,24,,,,8.811111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,結婚式の前日に,7.7,4.6,6.1,5.7,5.4,5.6,5.1,4.5,5.2,5.8,-,-,-,-,-,5.63,4-5-0,0,,2015/10/1,1510_TBS_火22,香里奈,原田美枝子,,,,,,,,,,,,,,,香里奈,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
212,偽装の夫婦,14.7,10.3,11.3,12.3,11.4,12.3,11,13.4,11.8,12.8,-,-,-,-,-,12.17,5-4-0,0,,2015/10/1,1510_NTV_水22,天海祐希,沢村一樹,,,,,,,,,,,,,,,天海祐希,,,1,6,3,3,9,8,7,8,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12.13,39,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213,無痛,11.6,7.1,8.4,4.7,7.4,7.6,7.1,7.4,7.1,9.6,-,-,-,-,-,7.92,5-4-0,0,,2015/10/1,1510_CX_水22,西島秀俊,伊藤淳史,久坂部羊「無痛」,西島秀俊,,,,,,,,30,31,26,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
214,遺産争族,14.2,10.5,10.5,10.1,9.3,9.9,10.6,9.2,11.7,-,-,-,-,-,-,10.77,2003/4/1,0,,2015/10/1,1510_EX_木21,向井理,榮倉奈々,,向井理,,,,15,2,5,10,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榮倉奈々,,,,,,,,,,26,,,,,10.66666667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,オトナ女子,9.9,9.2,7.2,9,8.3,7.5,9,8.7,9.2,9.1,-,-,-,-,-,8.74,3-6-0,0,,2015/10/1,1510_CX_木22,篠原涼子,吉瀬美智子,,,,,,,,,,,,,,,篠原涼子,,,21,12,15,10,14,13,14,10,25,17,,,,,,,,,,,,,,吉瀬美智子,,,,,,,,27,,,,,21,,8.71,19,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,青春探偵ハルヤ,5.1,4.3,3.9,3.7,5.1,3.9,4.9,4.4,3.2,4.7,-,-,-,-,-,4.32,3-6-0,0,,2015/10/1,1510_NTV_木23,玉森裕太,新川優愛,福田栄一「エンド・クレジットに最適な夏」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
217,コウノドリ,12.4,12,8.9,9.4,11.8,11.2,11.7,12.6,11.8,12.3,-,-,-,-,-,11.46,5-4-0,11.5,2,2015/10/1,1510_TBS_金22,綾野剛,松岡茉優,鈴ノ木ユウ「コウノドリ」,綾野剛,,,,,,,,,28,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,サムライせんせい,7.4,4.8,6.1,7.2,6.8,7.1,7,7.3,-,-,-,-,-,-,-,6.71,4-3-0,0,,2015/10/1,1510_EX_金23,錦戸亮,神木隆之介,黒江Ｓ介「サムライせんせい」,,,,,,,,,,,,,,,,,,,,,,,,,,,神木隆之介,,,,,,,,,,,,21,,,,,,,,,,,,,,,,6.7125,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
219,掟上今日子の備忘録,12.9,10.3,10.9,10.2,8.8,7.6,9.3,7.2,9.2,10.5,-,-,-,-,-,9.78,4-5-0,0,,2015/10/1,1510_NTV_土21,新垣結衣,岡田将生,西尾維新「掟上今日子の備忘録」「掟上今日子の推薦文」「掟上今日子の挑戦状」,,,,,,,,,,,,,,新垣結衣,,,9,10,7,9,5,5,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,9.69,31,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,下町ロケット,16.1,17.8,18.6,17.1,20.2,17.8,17.9,20.4,18.2,22.3,-,-,-,-,-,18.54,6-3-0,0,,2015/10/1,1510_TBS_日21,阿部寛,土屋太鳳,池井戸潤「下町ロケット」,阿部寛,,,11,3,1,1,1,1,1,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,土屋太鳳,,,,,,,,,,19,13,24,11,,18.64,29,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,エンジェル・ハート,12.5,10,8.1,10.3,8.6,7.1,9,8.5,7.8,-,-,-,-,-,-,9.29,2-6-0,0,,2015/10/1,1510_NTV_日22,上川隆也,三吉彩花,北条司「エンジェル・ハート」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,恋仲,9.8,9.9,11.9,10.8,11.8,9.5,10.6,10.9,11.5,-,-,-,-,-,-,10.74,6-2-0,0,,2015/7/1,1507_CX_月21,福士蒼汰,本田翼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.74444444,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,HEAT,6.6,3.9,4.2,3.4,3.4,2.8,3.1,3.3,3.9,-,-,-,-,-,-,4.12,2004/3/1,0,,2015/7/1,1507_CX_火22,AKIRA,栗山千明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.844444444,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,ホテルコンシェルジュ,9.4,8.5,8.9,8.2,7.9,8.2,6.7,8.4,6.5,6.4,-,-,-,-,-,7.95,3-6-0,0,,2015/7/1,1507_TBS_火22,西内まりや,三浦翔平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225,花咲舞が黙ってない,14.7,12.9,14.7,14.1,13.6,14.3,15.6,14.2,15,15.1,14.8,-,-,-,-,14.47,5-5-0,16,2,2015/7/1,1507_NTV_水22,杏,上川隆也,池井戸潤「不祥事」,,,,,,,,,,,,,,杏,,,,,,,15,7,11,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.45454545,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
226,リスクの神様,7,6,5.7,5,4.8,4.9,3.9,4.7,3.7,4.7,-,-,-,-,-,5.09,3-6-0,0,,2015/7/1,1507_CX_水22,堤真一,戸田恵梨香,,堤真一,,,,,19,17,24,23,22,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,戸田恵梨香,,,25,,,,,,,,21,11,,25,5.04,0,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,37.5℃の涙,7.2,6.3,6.1,5.5,5.6,5.3,5.9,6.2,5.8,7.5,-,-,-,-,-,6.17,4-5-0,0,,2015/7/1,1507_TBS_木21,蓮佛美沙子,成宮寛貴,椎名チカ「37.5℃の涙」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228,エイジハラスメント,9.7,9.1,9.2,8,9,7.7,8.4,9,9.4,-,-,-,-,-,-,8.86,5-3-0,0,,2015/7/1,1507_EX_木21,武井咲,稲森いずみ,内館牧子「エイジハラスメント」,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.833333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,探偵の探偵,11.9,7.5,8.7,8.7,7.4,6.5,8.2,5.4,8.3,7.2,8.4,-,-,-,-,8.11,2004/5/1,0,,2015/7/1,1507_CX_木22,北川景子,川口春奈,松岡圭祐「探偵の探偵」,,,,,,,,,,,,,,北川景子,,,,15,18,14,4,4,2,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.018181818,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,婚活刑事,4.9,2.8,4.3,3.3,5.7,3.4,3.4,4,4.2,3.9,3.7,3.8,-,-,-,3.95,2005/5/1,0,,2015/7/1,1507_NTV_木23,伊藤歩,小池徹平,安道やすみち「婚活刑事」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
231,表参道高校合唱部！,6.6,6.9,5.6,5.6,4.8,4.6,7.4,6.2,5.4,5.9,-,-,-,-,-,5.92,2003/5/1,0,,2015/7/1,1507_TBS_金22,芳根京子,志尊淳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,民王,8.5,7,4.8,6.6,6.3,8.1,7.3,8.5,-,-,-,-,-,-,-,7.14,3-4-0,0,,2015/7/1,1507_EX_金23,遠藤憲一,菅田将暉,池井戸潤「民王」,遠藤憲一,,,,,,,,,,,26,18,,,,,,,,,,,,,,菅田将暉,,,,,,,,,,18,16,13,,,,,,,,,,,,,,,,7.1375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,ど根性ガエル,13.1,8.5,6.4,8.7,7,7,6.3,6.3,7.1,8,-,-,-,-,-,7.98,2003/4/2,0,,2015/7/1,1507_NTV_土21,松山ケンイチ,満島ひかり,吉沢やすみ「ど根性ガエル」,松山ケンイチ,,,,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,ナポレオンの村,12.7,7.4,9.1,8.5,7.9,10.2,6.9,-,-,-,-,-,-,-,-,9.08,2-4-0,0,,2015/7/1,1507_TBS_日21,唐沢寿明,麻生久美子,高野誠鮮「ローマ法王に米を食べさせた男　過疎の村を救ったスーパー公務員は何をしたか？」,唐沢寿明,,,15,11,30,12,23,22,20,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,8.957142857,25,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,デスノート,16.9,12.3,8.7,10.6,8.2,10.2,11.6,11.4,11.7,11.4,14.1,-,-,-,-,11.55,5-5-0,0,,2015/7/1,1507_NTV_日22,窪田正孝,山賢人,大場つぐみ、小畑健「DEATH NOTE」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55454545,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,ようこそ、わが家へ,13,11.4,12,10,11.9,12.3,13.4,13.2,12.8,15,-,-,-,-,-,12.55,5-4-0,0,,2015/4/1,1504_CX_月21,相葉雅紀,沢尻エリカ,池井戸潤「ようこそ、わが家へ」,相葉雅紀,,,3,4,4,8,6,6,7,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,12.5,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
237,戦う！書店ガール,6.2,6.4,4.6,4.7,5,3.6,3.3,3.7,4.7,-,-,-,-,-,-,4.78,5-3-0,0,,2015/4/1,1504_CX_火22,渡辺麻友,稲森いずみ,碧野圭「書店ガール」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.688888889,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238,マザー・ゲーム,9.8,8.7,7.3,8.5,7.7,8.3,9.5,9,8.6,10.5,-,-,-,-,-,8.82,4-5-0,0,,2015/4/1,1504_TBS_火22,木村文乃,竜雷太,,,,,,,,,,,,,,,木村文乃,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
239,Dr.倫太郎,13.9,13.2,13.7,13.9,10.8,12.6,12.3,11,12.7,13,-,-,-,-,-,12.73,5-4-0,0,,2015/4/1,1504_NTV_水22,堺雅人,蒼井優,,堺雅人,,,,,,30,2,5,13,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,蒼井優,,,26,25,,,,,,,,,,26,12.71,0,14,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,心がポキッとね,10.4,7.5,7.5,7.8,5.3,6.1,5.2,5.1,5.3,5.7,-,-,-,-,-,6.71,2004/4/1,0,,2015/4/1,1504_CX_水22,阿部サダヲ,水原希子,,阿部サダヲ,,,,,7,11,11,16,14,9,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,ヤメゴク,9.1,6.7,6,6.2,6.4,6.1,5.2,5.8,6.2,6.2,-,-,-,-,-,6.48,2004/4/1,0,,2015/4/1,1504_TBS_木21,大島優子,北村一輝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,アイムホーム,16.7,14,13.5,12.6,14.5,13.2,13.1,13.4,16.5,19,-,-,-,-,-,14.82,4-5-0,0,,2015/4/1,1504_EX_木21,木村拓哉,上戸彩,石坂啓「アイムホーム」,木村拓哉,,,4,19,14,13,27,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上戸彩,,,4,3,,4,3,10,12,12,11,,4,4,14.65,36,36,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
243,医師たちの恋愛事情,10.3,8.6,8.4,8.4,8.3,8.3,8,9.3,7,8.2,8,-,-,-,-,8.49,2002/6/2,0,,2015/4/1,1504_CX_木22,斎藤工,石田ゆり子,,斎藤工,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,石田ゆり子,,,,,,,,,,20,8,10,,,8.436363636,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,恋愛時代,4.4,4.3,3,5.5,3.4,4,3.6,4.3,4.7,3.9,2.9,4.2,-,-,-,4.02,5-6-0,0,,2015/4/1,1504_NTV_木23,比嘉愛未,満島真之介,野沢尚「恋愛時代」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.016666667,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
