edinet_code	sec_code	jcn	filer_name	fiscal_year	fiscal_period	submit_date	period_start	period_end	doc_id	doc_description	doc_path	csr_title	csr_path	csr_url	consolidated_flag	market_sector	industry_code	number_of_month_for_settlement	number_of_shares_issued	net_sales	operating_income	ordinary_income	profit	total_assets	net_assets	net_worth	dividend	annual_dividends_per_share	profit_per_share	net_assets_per_share	net_assets_for_preferred_shares	dividends_for_preferred_shares	average_total_assets	average_net_assets	average_net_worth	average_dividend	roe	roa	operating_income_on_sales	ordinary_income_on_sales	capital_ratio	dividend_payout_ratio	doe	open	high	low	close	average
E25443	31680	3230001012407	黒谷株式会社	2014	FY	2015-11-25	2014-09-01	2015-08-31	S1006EDY	有価証券報告書－第30期(平成26年9月1日－平成27年8月31日)	docs/S1006EDY.xbrl				0	2	26	12	7168600.0	5.6068002E10	1.54E8	9.9E7	1.02E8	1.47509996E10	7.2E9	7.2E9	1.43E8	20.0	14.35	1004.42			1.58855004E10	7.2199997E9	7.2199997E9		1.41	0.62	0.27	0.18	48.81	140.2	1.98	536.0	749.0	536.0	580.0	580.5
E25443	31680	3230001012407	黒谷株式会社	2014	FY	2015-11-25	2014-09-01	2015-08-31	S1006EDY	有価証券報告書－第30期(平成26年9月1日－平成27年8月31日)	docs/S1006EDY.xbrl				0	2	26	12	7168600.0	5.6068002E10	1.54E8	9.9E7	1.02E8	1.47509996E10	7.2E9	7.2E9	1.43E8	20.0	14.35	1004.42			1.58855004E10	7.2199997E9	7.2199997E9		1.41	0.62	0.27	0.18	48.81	140.2	1.98	536.0	749.0	536.0	580.0	580.5
E25551	28820	9120001102626	イートアンド株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S1004XEY	有価証券報告書－第38期(平成26年4月1日－平成27年3月31日)	docs/S1004XEY.xbrl				0	1	4	12	4382345.0	2.08E10	2.83E8	3.13E8	7.6E7	1.05689999E10	4.3960003E9	4.3890002E9	6.5E7	15.0	17.38	1001.8			1.05334999E10	4.3949998E9	4.3879997E9		1.73	2.97	1.36	1.5	41.53	85.53	1.48	1759.0	2370.0	1745.0	2303.0	1818.0
E25551	28820	9120001102626	イートアンド株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S1004XEY	有価証券報告書－第38期(平成26年4月1日－平成27年3月31日)	docs/S1004XEY.xbrl				0	1	4	12	4382345.0	2.08E10	2.83E8	3.13E8	7.6E7	1.05689999E10	4.3960003E9	4.3890002E9	6.5E7	15.0	17.38	1001.8			1.05334999E10	4.3949998E9	4.3879997E9		1.73	2.97	1.36	1.5	41.53	85.53	1.48	1759.0	2370.0	1745.0	2303.0	1818.0
E25620	36520	3012401013733	株式会社ディジタルメディアプロフェッショナル	2014	FY	2015-06-23	2014-04-01	2015-03-31	S10053I1	有価証券報告書－第13期(平成26年4月1日－平成27年3月31日)	docs/S10053I1.xbrl				0	4	25	12	2693900.0	4.64E8	4.62E8	2.65E8	3.11E8	2.126E9	2.054E9	2.054E9	0.0	0.0	120.62	762.65			2.10249997E9	2.02899994E9	2.02899994E9		15.33	12.6	99.57	57.11	96.61		0.0	2197.0	3480.0	1311.0	2009.0	1825.0
E25620	36520	3012401013733	株式会社ディジタルメディアプロフェッショナル	2014	FY	2015-06-23	2014-04-01	2015-03-31	S10053I1	有価証券報告書－第13期(平成26年4月1日－平成27年3月31日)	docs/S10053I1.xbrl				0	4	25	12	2693900.0	4.64E8	4.62E8	2.65E8	3.11E8	2.126E9	2.054E9	2.054E9	0.0	0.0	120.62	762.65			2.10249997E9	2.02899994E9	2.02899994E9		15.33	12.6	99.57	57.11	96.61		0.0	2197.0	3480.0	1311.0	2009.0	1825.0
E25621	32750	7010401052343	ハウスコム株式会社	2014	FY	2015-06-23	2014-04-01	2015-03-31	S100536P	有価証券報告書－第17期(平成26年4月1日－平成27年3月31日)	docs/S100536P.xbrl				0	6	32	12	3895000.0	8.6630001E9	5.39E8	9.01E8	4.76E8	6.8E9	3.82099994E9	3.81299994E9	1.43E8	37.0	122.61	982.93			6.4464998E9	3.65900006E9	3.65500006E9		13.02	13.98	6.22	10.4	56.07	30.04	3.91	1150.0	2159.0	1126.0	1710.0	1230.0
E25621	32750	7010401052343	ハウスコム株式会社	2014	FY	2015-06-23	2014-04-01	2015-03-31	S100536P	有価証券報告書－第17期(平成26年4月1日－平成27年3月31日)	docs/S100536P.xbrl				0	6	32	12	3895000.0	8.6630001E9	5.39E8	9.01E8	4.76E8	6.8E9	3.82099994E9	3.81299994E9	1.43E8	37.0	122.61	982.93			6.4464998E9	3.65900006E9	3.65500006E9		13.02	13.98	6.22	10.4	56.07	30.04	3.91	1150.0	2159.0	1126.0	1710.0	1230.0
E25648	21170	2010001142672	日新製糖株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10055YN	有価証券報告書－第4期(平成26年4月1日－平成27年3月31日)	docs/S10055YN.xbrl				0	2	4	12	7557961.0	3.7933998E10	2.34200013E9	2.59900006E9	1.56899994E9	5.3736002E10	4.6111998E10	4.6111998E10	4.41E8	60.0	213.17	6264.57			5.37035E10	4.5275501E10	4.5275501E10		3.47	4.84	6.17	6.85	85.81	28.11	0.97	2447.0	5490.0	2370.0	4900.0	2468.0
E25662	70220	8120001166449	サノヤスホールディングス株式会社	2014	FY	2015-06-23	2014-04-01	2015-03-31	S10050Q6	有価証券報告書－第4期(平成26年4月1日－平成27年3月31日)	docs/S10050Q6.xbrl				1	1	17	12	3.26E7	4.8705999E10	2.27000013E9	2.18899994E9	1.738E9	6.816E10	1.81519995E10	1.81510001E10	1.62E8	5.0	53.36	557.18			6.8591002E10	1.76705004E10	1.72919992E10		10.05	3.19	4.66	4.49	26.63	9.32	0.92	358.0	384.0	230.0	242.0	274.91666
E25664	78170	4010601001508	パラマウントベッドホールディングス株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100548G	有価証券報告書－第33期(平成26年4月1日－平成27年3月31日)	docs/S100548G.xbrl				1	1	19	12	3.0877488E7	7.5269997E10	1.00379996E10	1.15530004E10	7.264E9	1.25508002E11	8.5391E10	8.539E10	1.76099994E9	60.0	244.03	2906.85			1.23904999E11	8.3981001E10	8.3970998E10		8.65	9.32	13.34	15.35	68.04	24.24	2.1	3220.0	4525.0	3055.0	4300.0	3196.6667
E25665	66200	6010801021964	宮越ホールディングス株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10055AX	有価証券報告書－第4期(平成26年4月1日－平成27年3月31日)	docs/S10055AX.xbrl				1	1	16	12	1.5534943E7	2.24499994E9	5.14E8	5.1E8	1.404E9	1.58790001E10	5.5939999E9	4.8329999E9	0.0	0.0	90.41	311.17			1.43734999E10	4.4214999E9	3.89699994E9		36.03	3.55	22.9	22.72	30.44	0.0	0.0	533.0	885.0	408.0	435.0	470.0
E25678	45810	2013301031198	大正製薬ホールディングス株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10052U3	有価証券報告書－第4期(平成26年4月1日－平成27年3月31日)	docs/S10052U3.xbrl				0	1	8	12	9.0139656E7	7.9430001E9	5.6310001E9	5.5529999E9	3.88999987E9	6.0960001E11	5.93259E11	5.9296003E11	8.9240003E9	110.0	47.94	7308.62			6.0235802E11	5.8851099E11	5.8827099E11		0.66	0.92	70.89	69.91	97.27	229.41	1.52	7350.0	9240.0	6620.0	8580.0	7510.0
E25682	36530	5010001090118	株式会社モルフォ	2014	FY	2016-01-28	2014-11-01	2015-10-31	S1006RGY	有価証券報告書－第12期(平成26年11月1日－平成27年10月31日)	docs/S1006RGY.xbrl				0	4	25	12	4975800.0	2.03699994E9	7.4E8	7.83E8	6.02E8	2.92499994E9	2.3E9	2.29799987E9	0.0	0.0	122.14	462.25			2.4905001E9	1.97299994E9	1.972E9		30.53	31.44	36.33	38.44	78.56	0.0	0.0	5560.0	17500.0	2982.0	6030.0	4981.364
E25686	66250	7010001142692	ＪＡＬＣＯホールディングス株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10055WL	有価証券報告書－第4期(平成26年4月1日－平成27年3月31日)	docs/S10055WL.xbrl				0	6	16	12	4.8337132E7	7.2E7	1.35E8	3.0E7	6.52E8	3.19900006E9	3.088E9	3.088E9	0.0	0.0	13.5	63.9			3.5665001E9	3.4145001E9	3.4145001E9		19.1	0.84	187.5	41.67	96.53		0.0	102.0	243.0	96.0	129.0	135.0
E25850	36590	6010001081280	株式会社ネクソン	2014	FY	2015-03-30	2014-01-01	2014-12-31	S1004FWK	有価証券報告書－第13期(平成26年1月1日－平成26年12月31日)	docs/S1004FWK.xbrl				0	1	25	12	4.3411712E8	5.8150001E9	3.772E9	1.41450004E10	8.1720003E9	1.08633997E11	1.04630002E11	1.00025E11	4.3190001E9	10.0	18.95	230.41			1.28365502E11	1.06613998E11	1.02341501E11		7.99	11.02	64.87	243.25	92.08	52.85	4.05	860.0	1245.0	780.0	1125.0	798.0
E25867	36560	7010401041924	ＫＬａｂ株式会社	2014	FY	2015-03-27	2014-01-01	2014-12-31	S1004ECQ	有価証券報告書－第15期(平成26年1月1日－平成26年12月31日)	docs/S1004ECQ.xbrl				0	1	25	12	3.77976E7	1.98750003E10	2.11699994E9	2.18E9	8.2E8	1.22599997E10	9.6140001E9	9.6030003E9	0.0	0.0	22.54	263.32			1.23169997E10	9.2019999E9	9.1885005E9		8.92	17.7	10.65	10.97	78.33	0.0	0.0	580.0	2454.0	521.0	1305.0	540.0
E25870	32760	5010001083682	日本管理センター株式会社	2014	FY	2015-03-27	2014-01-01	2014-12-31	S1004DSA	有価証券報告書－第13期(平成26年1月1日－平成26年12月31日)	docs/S1004DSA.xbrl				0	1	32	12	1.88672E7	3.4488001E10	1.52E9	1.526E9	9.88E8	8.3170002E9	3.608E9	3.59800013E9	4.51E8	24.0	52.86	190.72			7.6060001E9	3.27900006E9	3.25950003E9		30.31	20.06	4.41	4.42	43.26	45.65	13.75	1050.0	3005.0	972.0	1270.0	1006.0
E25884	77770	4010001087940	株式会社スリー・ディー・マトリックス	2014	FY	2015-07-31	2014-05-01	2015-04-30	S1005ITA	有価証券報告書－第11期(平成26年5月1日－平成27年4月30日)	docs/S1005ITA.xbrl				0	7	18	12	2.14384E7	1.23E8				8.3609999E9	7.984E9	7.6429998E9	0.0	0.0	61.45	356.54			6.648E9	5.9820001E9	5.6975002E9		22.66	16.47	967.48	890.24	91.41		0.0	2167.0	2217.0	870.0	1013.0	1358.8334
E25888	36580	1010001069108	株式会社イーブックイニシアティブジャパン	2014	FY	2015-04-24	2014-02-01	2015-01-31	S1004KYD	有価証券報告書－第15期(平成26年2月1日－平成27年1月31日)	docs/S1004KYD.xbrl				0	1	25	12	4810400.0	4.9709998E9	3.59E8	3.63E8	2.15E8	3.40300006E9	2.18499994E9	2.16700006E9	0.0	0.0	46.92	470.07			3.1905001E9	2.06300006E9	2.05100006E9		10.48	11.38	7.22	7.3	63.68	0.0	0.0	1065.0	1419.0	718.0	767.0	923.5
E25969	13830	9500001015681	ベルグアース株式会社	2014	FY	2016-01-29	2014-11-01	2015-10-31	S1006RT9	有価証券報告書－第15期(平成26年11月1日－平成27年10月31日)	docs/S1006RT9.xbrl				0	6	1	12	1269900.0	4.21299994E9	8.1E7	9.4E7	4.5E7	3.424E9	1.22899994E9	1.22899994E9	1.2E7	10.0	35.93	968.2			3.1854999E9	1.212E9	1.212E9		3.71	2.95	1.92	2.23	35.89	26.67	0.99	1440.0	1580.0	982.0	1036.0	1348.5
E26032	60540	9011001063308	株式会社リブセンス	2014	FY	2015-03-30	2014-01-01	2014-12-31	S1004FX2	有価証券報告書－第9期(平成26年1月1日－平成26年12月31日)	docs/S1004FX2.xbrl				0	1	33	12	2.8096E7	4.8509998E9	5.5E7	6.0E7	3.4E7	3.49699994E9	3.112E9	3.09799987E9	0.0	0.0	1.21	110.28			3.45950003E9	3.0934999E9	3.07699994E9		1.1	1.73	1.13	1.24	88.59	0.0	0.0	1240.0	1337.0	633.0	705.0	892.5
E26061	49770	2120001039437	新田ゼラチン株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10056D1	有価証券報告書－第76期(平成26年4月1日－平成27年3月31日)	docs/S10056D1.xbrl				0	1	7	12	1.8373974E7	2.1872001E10	3.77E8	1.21299994E9	8.16E8	2.66639995E10	1.42799995E10	1.42799995E10	2.2E8	12.0	44.44	777.21			2.59300004E10	1.35739996E10	1.35739996E10		6.01	4.68	1.72	5.55	53.56	26.96	1.62	758.0	865.0	661.0	709.0	709.0
E26084	92060	6290801006558	株式会社スターフライヤー	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100585H	有価証券報告書－第13期(平成26年4月1日－平成27年3月31日)	docs/S100585H.xbrl				0	2	23	12	2865640.0	3.4733998E10	2.47E8	9.01E8	4.31E8	2.15430001E10	2.11E9	2.11E9	0.0	0.0	150.47	736.62			2.28335002E10	2.01449997E9	2.01449997E9		21.39	3.95	0.71	2.59	9.79	0.0	0.0	2125.0	3900.0	1790.0	3325.0	2045.6
E26084	92060	6290801006558	株式会社スターフライヤー	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100585H	有価証券報告書－第13期(平成26年4月1日－平成27年3月31日)	docs/S100585H.xbrl				0	2	23	12	2865640.0	3.4733998E10	2.47E8	9.01E8	4.31E8	2.15430001E10	2.11E9	2.11E9	0.0	0.0	150.47	736.62			2.28335002E10	2.01449997E9	2.01449997E9		21.39	3.95	0.71	2.59	9.79	0.0	0.0	2125.0	3900.0	1790.0	3325.0	2045.6
E26086	32770	8010001017712	株式会社サンセイランディック	2014	FY	2015-03-30	2014-01-01	2014-12-31	S1004EZN	有価証券報告書－第39期(平成26年1月1日－平成26年12月31日)	docs/S1004EZN.xbrl				0	1	32	12	8108500.0	1.024E10	1.334E9	1.238E9	7.5E8	1.10279997E10	6.1639997E9	6.1639997E9	8.0E7	10.0	93.34	760.23			9.7130004E9	5.7645E9	5.7645E9		13.01	12.75	13.03	12.09	55.89	10.67	1.39	638.0	993.0	515.0	828.0	572.0
E26096	45830	6011101054960	株式会社カイオム・バイオサイエンス	2014	FY	2015-03-30	2014-04-01	2014-12-31	S1004G3W	有価証券報告書－第11期(平成26年4月1日－平成26年12月31日)	docs/S1004G3W.xbrl				0	4	8	12	2.20462E7	2.8E8	1.26899994E9	1.25299994E9	1.282E9	4.9180001E9	4.5639997E9	4.536E9	0.0	0.0	58.29	205.78			5.5875E9	5.2015002E9	5.1730002E9		24.78	22.43	453.21	447.5	92.23		0.0	2760.0	3180.0	1110.0	1388.0	1516.8889
E26096	45830	6011101054960	株式会社カイオム・バイオサイエンス	2014	FY	2015-03-30	2014-04-01	2014-12-31	S1004G3W	有価証券報告書－第11期(平成26年4月1日－平成26年12月31日)	docs/S1004G3W.xbrl				0	4	8	12	2.20462E7	2.8E8	1.26899994E9	1.25299994E9	1.282E9	4.9180001E9	4.5639997E9	4.536E9	0.0	0.0	58.29	205.78			5.5145001E9	5.1894999E9	5.1670001E9		24.81	22.72	453.21	447.5	92.23		0.0	2760.0	3180.0	1110.0	1388.0	1516.8889
E26096	45830	6011101054960	株式会社カイオム・バイオサイエンス	2014	FY	2015-03-30	2014-04-01	2014-12-31	S1004G3W	有価証券報告書－第11期(平成26年4月1日－平成26年12月31日)	docs/S1004G3W.xbrl				0	4	8	9	2.19458E7	1.86E8	8.2E8	8.37E8	8.85E8	6.1110001E9	5.8150001E9	5.7980001E9	0.0	0.0	43.45	264.21			5.4749998E9	5.1695002E9	5.1545001E9		22.89	20.38	440.86	450.0	94.88		0.0	2760.0	3180.0	1110.0	1388.0	1516.8889
E26124	60550	2190001015191	ジャパンマテリアル株式会社	2014	FY	2015-06-24	2014-04-01	2015-03-31	S1005203	有価証券報告書－第18期(平成26年4月1日－平成27年3月31日)	docs/S1005203.xbrl				0	1	33	12	1.752492E7	8.2819999E9	1.824E9	2.29400013E9	1.44E9	1.37619999E10	1.15340001E10	1.15340001E10	4.37E8	25.0	85.35	658.39			1.24644997E10	1.04350003E10	1.04350003E10		13.8	18.4	22.02	27.7	83.81	30.35	4.19	1800.0	2759.0	1470.0	2519.0	1716.25
E26216	66180	1030001027575	株式会社大泉製作所	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10059L1	有価証券報告書－第101期(平成26年4月1日－平成27年3月31日)	docs/S10059L1.xbrl				0	4	16	12	7112468.0	9.1919995E9	1.19E8	4.8E7	2.4E8	6.7609999E9	4.89E8	4.89E8	0.0	0.0	35.72	68.77			6.9769999E9	4.395E8	4.395E8		54.61	0.69	1.29	0.52	7.23		0.0	775.0	863.0	272.0	354.0	521.8333
E26231	36630	1011101062869	アートスパークホールディングス株式会社	2014	FY	2015-03-30	2014-01-01	2014-12-31	S1004FXO	有価証券報告書－第3期(平成26年1月1日－平成26年12月31日)	docs/S1004FXO.xbrl				1	2	25	12	6709945.0	4.156E9	8.8E7	6.2E7	3.4E7	3.60199987E9	2.43900006E9	2.39299994E9	1.3E7	2.0	5.21	356.88			3.7854999E9	2.40049997E9	2.35550003E9		1.44	1.64	2.12	1.49	66.44	38.24	0.54	356.0	872.0	332.0	636.0	399.0
E26290	31730	8120001092827	株式会社Ｃｏｍｉｎｉｘ	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10059WU	有価証券報告書－第66期(平成26年4月1日－平成27年3月31日)	docs/S10059WU.xbrl				0	6	26	12	3434420.0	1.55969997E10	4.64E8	5.24E8	2.69E8	1.10009999E10	3.684E9	3.684E9	7.8E7	23.0	78.59	1072.86			1.05679995E10	3.58499994E9	3.58499994E9		7.5	4.96	2.97	3.36	33.49	29.0	2.18	1500.0	1990.0	905.0	931.0	1358.0
E26301	36600	1010401057595	株式会社アイスタイル	2014	FY	2015-09-30	2014-07-01	2015-06-30	S10060MW	有価証券報告書－第16期(平成26年7月1日－平成27年6月30日)	docs/S10060MW.xbrl				0	1	25	12	1.5025E7	3.88700006E9	2.92E8	3.33E8	1.78E8	5.856E9	4.184E9	4.164E9	2.8E7	2.0	12.41	290.41			5.5775002E9	4.17900006E9	4.164E9		4.27	5.97	7.51	8.57	71.11	15.73	0.67	500.0	2480.0	481.0	2150.0	504.0
E26322	31720	3080001013429	ティーライフ株式会社	2014	FY	2015-10-23	2014-08-01	2015-07-31	S10064MN	有価証券報告書－第32期(平成26年8月1日－平成27年7月31日)	docs/S10064MN.xbrl				0	2	27	12	4250000.0	4.728E9	4.16E8	4.29E8	2.97E8	5.1629998E9	3.85299994E9	3.85299994E9	1.14E8	27.0	70.1	906.68			4.7859999E9	3.76300006E9	3.76300006E9		7.89	8.96	8.8	9.07	74.63	38.38	3.03	835.0	1170.0	730.0	986.0	824.0
E26327	71570	4010001112418	ライフネット生命保険株式会社	2014	FY	2015-06-16	2014-04-01	2015-03-31	S1004Y2L	有価証券報告書－第9期(平成26年4月1日－平成27年3月31日)	docs/S1004Y2L.xbrl				0	4	30	12	4.2175E7	8.7289999E9		1.532E9	1.624E9	2.33870008E10	1.24870001E10	1.24679997E10	0.0	0.0	38.52	295.63			2.22874993E10	1.32109998E10	1.31919995E10		12.31	6.87		17.55	53.31		0.0	330.0	539.0	291.0	454.0	297.0
E26327	71570	4010001112418	ライフネット生命保険株式会社	2014	FY	2015-06-16	2014-04-01	2015-03-31	S1004Y2L	有価証券報告書－第9期(平成26年4月1日－平成27年3月31日)	docs/S1004Y2L.xbrl				0	4	30	12	4.2175E7	8.7289999E9		1.532E9	1.624E9	2.33870008E10	1.24870001E10	1.24679997E10	0.0	0.0	38.52	295.63			2.22874993E10	1.32109998E10	1.31919995E10		12.31	6.87		17.55	53.31		0.0	330.0	539.0	291.0	454.0	297.0
E26332	36610	3011001043835	株式会社エムアップ	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10056W5	有価証券報告書－第11期(平成26年4月1日－平成27年3月31日)	docs/S10056W5.xbrl				0	1	25	12	7445200.0	3.66899994E9	5.74E8	6.25E8	3.75E8	2.74300006E9	1.866E9	1.844E9	1.48E8	20.0	53.65	247.7			2.78700006E9	1.71150003E9	1.69299994E9		22.15	22.43	15.64	17.03	67.23	39.47	8.65	713.0	890.0	538.0	593.0	694.1667
E26369	36620	6180001055771	株式会社エイチーム	2014	FY	2015-10-30	2014-08-01	2015-07-31	S10066C5	有価証券報告書－第16期(平成26年8月1日－平成27年7月31日)	docs/S10066C5.xbrl				0	1	25	12	1.94056E7	8.2710001E9	7.74E8	1.33E9	9.54E8	5.7149998E9	3.13400013E9	3.02599987E9	2.38E8	12.5	49.44	160.74			5.0530002E9	3.43249997E9	3.34499994E9		28.52	26.32	9.36	16.08	52.95	24.95	6.93	5050.0	6180.0	1450.0	1771.0	2908.5
E26428	60580	6010401027065	株式会社ベクトル	2014	FY	2015-05-28	2014-03-01	2015-02-28	S1004SZZ	有価証券報告書－第23期(平成26年3月1日－平成27年2月28日)	docs/S1004SZZ.xbrl				0	1	33	12	1.48362E7	6.2179999E9	6.65E8	9.57E8	6.69E8	5.7010002E9	4.8009999E9	4.7849999E9	1.33E8	9.0	48.91	322.58			4.08300006E9	3.28449997E9	3.27649997E9		20.42	23.44	10.69	15.39	83.93	19.88	4.05	1650.0	2349.0	1381.0	2160.0	1522.5
E26443	60600	8380001003122	こころネット株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1005490	有価証券報告書－第49期(平成26年4月1日－平成27年3月31日)	docs/S1005490.xbrl				0	6	33	12	3843100.0	1.44E9	5.27E8	5.71E8	5.18E8	1.09459999E10	7.096E9	7.096E9	1.15E8	30.0	134.81	1846.7			1.10860001E10	6.8870001E9	6.8870001E9		7.52	5.15	36.6	39.65	64.83	22.2	1.67	929.0	1058.0	823.0	858.0	896.5
E26444	60620	5120001109492	株式会社チャーム・ケア・コーポレーション	2014	FY	2015-09-28	2014-07-01	2015-06-30	S1005ZU0	有価証券報告書－第31期(平成26年7月1日－平成27年6月30日)	docs/S1005ZU0.xbrl				0	6	33	12	1632000.0	7.1139999E9	1.13E8	4.3E7	6.0E7	9.0270003E9	1.45E9	1.45E9	2.4E7	15.0	37.19	888.55			8.5379999E9	1.42899994E9	1.42899994E9		4.2	0.5	1.59	0.6	16.06	40.0	1.68	1984.0	2021.0	1213.0	1578.0	1585.25
E26444	60620	5120001109492	株式会社チャーム・ケア・コーポレーション	2014	FY	2015-09-28	2014-07-01	2015-06-30	S1005ZU0	有価証券報告書－第31期(平成26年7月1日－平成27年6月30日)	docs/S1005ZU0.xbrl				0	6	33	12	1632000.0	7.1139999E9	1.13E8	4.3E7	6.0E7	9.0270003E9	1.45E9	1.45E9	2.4E7	15.0	37.19	888.55			8.5379999E9	1.42899994E9	1.42899994E9		4.2	0.5	1.59	0.6	16.06	40.0	1.68	1984.0	2021.0	1213.0	1578.0	1585.25
E26446	60610	3120901002294	株式会社ユニバーサル園芸社	2014	FY	2015-09-28	2014-07-01	2015-06-30	S1005ZOX	有価証券報告書－第42期(平成26年7月1日－平成27年6月30日)	docs/S1005ZOX.xbrl				0	6	33	12	2512500.0	3.35299994E9	5.51E8	5.94E8	3.64E8	5.8979999E9	5.1340001E9	5.1340001E9	7.2E7	60.0	151.64	2137.25			5.7500001E9	4.9820001E9	4.9820001E9		7.31	10.33	16.43	17.72	87.05	19.78	1.45	3750.0	4250.0	1460.0	1963.0	2628.5833
E26454	60590	5290801007284	株式会社ウチヤマホールディングス	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005AJ0	有価証券報告書－第9期(平成26年4月1日－平成27年3月31日)	docs/S1005AJ0.xbrl				0	1	33	12	2.16188E7	6.7E8	1.68E8	2.39E8	2.27E8	5.7500001E9	5.4579999E9	5.4579999E9	2.37E8	11.0	10.52	252.49			5.6794998E9	5.4630001E9	5.4630001E9		4.16	4.21	25.07	35.67	94.92	104.41	4.34	604.0	612.0	437.0	489.0	520.5
E26549	29300	8430001028254	株式会社北の達人コーポレーション	2014	FY	2015-05-29	2014-03-01	2015-02-28	S1004TIK	有価証券報告書－第14期(平成26年3月1日－平成27年2月28日)	docs/S1004TIK.xbrl				0	2	4	12	5517600.0	1.94E9	4.59E8	4.46E8	2.68E8	1.61299994E9	1.19100006E9	1.19E9	8.8E7	16.5	51.09	215.82			1.43E9	9.63E8	9.62E8		27.86	31.19	23.66	22.99	73.78	32.84	9.14	844.0	993.0	435.0	621.0	664.0833
E26549	29300	8430001028254	株式会社北の達人コーポレーション	2014	FY	2015-05-29	2014-03-01	2015-02-28	S1004TIK	有価証券報告書－第14期(平成26年3月1日－平成27年2月28日)	docs/S1004TIK.xbrl				0	2	4	12	5517600.0	1.94E9	4.59E8	4.46E8	2.68E8	1.61299994E9	1.19100006E9	1.19E9	8.8E7	16.5	51.09	215.82			1.43E9	9.63E8	9.62E8		27.86	31.19	23.66	22.99	73.78	32.84	9.14	844.0	993.0	435.0	621.0	664.0833
E26570	22300	3290001013226	五洋食品産業株式会社	2014	FY	2015-08-28	2014-06-01	2015-05-31	S1005TH6	有価証券報告書－第40期(平成26年6月1日－平成27年5月31日)	docs/S1005TH6.xbrl																																	459.0	620.0	459.0	620.0	460.0
E26579	31740	4040001063955	株式会社ハピネス・アンド・ディ	2014	FY	2015-11-27	2014-09-01	2015-08-31	S1006G5Q	有価証券報告書－第25期(平成26年9月1日－平成27年8月31日)	docs/S1006G5Q.xbrl				0	6	27	12	2532400.0	1.69729997E10	2.1E8	1.71E8	5.3E7	9.2679997E9	2.2E9	2.164E9	3.7E7	15.0	21.18	854.74			9.0235003E9	2.18700006E9	2.15649997E9		2.46	1.9	1.24	1.01	23.35	69.81	1.69	811.0	1090.0	750.0	775.0	823.0
E26579	31740	4040001063955	株式会社ハピネス・アンド・ディ	2014	FY	2015-11-27	2014-09-01	2015-08-31	S1006G5Q	有価証券報告書－第25期(平成26年9月1日－平成27年8月31日)	docs/S1006G5Q.xbrl				0	6	27	12	2532400.0	1.69729997E10	2.1E8	1.71E8	5.3E7	9.2679997E9	2.2E9	2.164E9	3.7E7	15.0	21.18	854.74			9.0235003E9	2.18700006E9	2.15649997E9		2.46	1.9	1.24	1.01	23.35	69.81	1.69	811.0	1090.0	750.0	775.0	823.0
E26596	36640	4010701024945	株式会社モブキャストホールディングス	2014	FY	2015-03-26	2014-01-01	2014-12-31	S1004ESB	有価証券報告書－第11期(平成26年1月1日－平成26年12月31日)	docs/S1004ESB.xbrl				0	4	25	12	1.4596808E7	3.90300006E9	3.13E8	3.2E8	1.88899994E9	2.936E9	9.67E8	9.35E8	0.0	0.0	130.25	64.05			3.68999987E9	1.72300006E9	1.69900006E9		111.18	8.67	8.02	8.2	31.85		0.0	783.0	1200.0	613.0	809.0	726.0
E26625	60630	8010001081502	日本エマージェンシーアシスタンス株式会社	2014	FY	2015-03-26	2014-01-01	2014-12-31	S1004ER7	有価証券報告書－第12期(平成26年1月1日－平成26年12月31日)	docs/S1004ER7.xbrl				0	6	33	12	2450000.0	2.49799987E9	8.9E7	8.0E7	6.1E7	1.85299994E9	4.95E8	4.91E8	1.2E7	5.0	25.39	202.21			1.82499994E9	4.65E8	4.63E8		13.17	4.38	3.56	3.2	26.5	19.67	2.58	1170.0	1750.0	1082.0	1165.0	1235.0
E26631	60640	4011101044641	株式会社アクトコール	2014	FY	2016-02-29	2014-12-01	2015-11-30	S10072BJ	有価証券報告書－第12期(平成26年12月1日－平成27年11月30日)	docs/S10072BJ.xbrl				0	4	33	12	1259800.0	1.916E9	7.2E7	1.02E8	2.7E7	2.68499994E9	6.06E8	5.96E8	3.7E7	30.0	21.68	473.48			2.5865001E9	5.9750003E8	5.8750003E8		4.6	3.94	3.76	5.32	22.2	137.04	6.19	1069.0	2490.0	1020.0	1899.0	1220.0
